rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,duration_ms
71,spotify:track:2aqqXrjrPdRHU9uSeRmL3C,"Mc Pepeu, DJ Swat, Doug Hits",Menina Se Prepara,Doug Filmes,71,86,4,1392230,210461
72,spotify:track:0x0V1IID2Sj902k6LzuWds,Mc Livinho,Ela é Espetacular (Mulher Kama Sutra 2),Diamond,25,61,15,1369362,215999
73,spotify:track:5m5aY6S9ttfIG157xli2Rs,Zé Neto & Cristiano,Alô Ambev (Segue Sua Vida) - Ao Vivo,Som Livre,4,67,47,1337068,169593
74,spotify:track:6m187iACTSAZDYMaV0klqj,"L7NNON, Ajaxx",Freio da Blazer,Papatunes Records,38,56,24,1333920,180000
75,spotify:track:6HU7h9RYOaPRFeh0R3UeAr,Olivia Rodrigo,deja vu,Olivia Rodrigo PS,24,65,16,1326620,215506
76,spotify:track:7xi4XR5EIOU6OHdIydLMjT,"Murilo Huff, Jorge",Uma Ex - Ao Vivo,M Show,65,71,24,1326065,218806
77,spotify:track:5IjLkZBAHwd77I2gAOKZLC,"Cleber & Cauan, Os Barões Da Pisadinha",Pede Pra Voltar,Som Livre,71,72,6,1309779,141434
78,spotify:track:0RMpa3qNoB6rlVyhRmwwVO,"Rennan da Penha, Anitta",SexToU,Sony Music Entertainment,78,-1,1,1308317,175478
79,spotify:track:6PQ88X9TkUIAUIZJHW2upE,Ed Sheeran,Bad Habits,Atlantic Records UK,77,77,4,1305070,231041
80,spotify:track:56kClQGx58w4meMz1JwQvB,"Bruno & Marrone, Wesley Safadão",Último Beijo,Worldshow Promoções e Eventos,14,69,33,1292858,181279
81,spotify:track:4zN7Kfk6s75jBOEehLHzV2,Gustavo Mioto,Não Parei De Sofrer,Universal Music Ltda.,74,74,4,1277072,176394
82,spotify:track:1EHFiKkrppC5kXImn8LFBr,Zé Vaqueiro,Cadê o Amor,Sony Music Entertainment,38,66,11,1269294,197037
83,spotify:track:37BZB0z9T8Xu7U3e65qxFy,"The Weeknd, Ariana Grande",Save Your Tears (with Ariana Grande) (Remix),Republic Records,46,75,13,1252798,191013
84,spotify:track:7yjduLSgPntFlq79Cuzrfz,Zé Vaqueiro,Eu Tenho Medo,Sony Music Entertainment,43,68,39,1244903,216835
85,spotify:track:7nsk0cwY5kfxBT21WEzmC0,"Wesley Safadão, Tarcísio do Acordeon",Ele Não Te Merece,Wesley Safadao,84,88,5,1223348,187792
86,spotify:track:0LThjFY2iTtNdd4wviwVV2,BTS,Permission to Dance,BIGHIT MUSIC,44,44,2,1219636,187585
87,spotify:track:0ml5N28tfH1dLMjpDbRs4h,Luísa Sonza,o conto dos dois mundos (hipocrisia),Universal Music Ltda.,87,-1,1,1209446,184228
88,spotify:track:4lHoT8PvMpMg1l5kdxqNmD,Bruno & Marrone,Coração de Isca,Worldshow Promoções e Eventos,67,76,18,1201325,147396
89,spotify:track:6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Watermelon Sugar,Columbia,27,84,76,1195548,173991
90,spotify:track:4iJyoBOLtHqaGxP12qzhQI,"Justin Bieber, Daniel Caesar, GIVĒON",Peaches (feat. Daniel Caesar & Giveon),RBMG/Def Jam,33,83,18,1193881,198081
91,spotify:track:5wANPM4fQCJwkGd4rN57mH,Olivia Rodrigo,drivers license,Olivia Rodrigo PS,25,81,28,1174270,242013
92,spotify:track:3q6ZCGgFDIVCJQ5XG4JTL2,"BIN, LUDMILLA, Mainstreet, Dallass",Apê 1001,Mainstreet Records,92,104,6,1169377,171428
93,spotify:track:1pPuodu8A0LxAuVhf3QniW,Wesley Gonzaga,Mtg Ta Brotando No Plantão Pra Tira Foto Com Revolver,Wesley Gonzaga,84,87,6,1168086,116596
94,spotify:track:49QpcTWIP16YgGLmiPDvTI,Léo & Raphael,Os Menino da Pecuária,Léo e Raphael,94,97,10,1165304,156215
95,spotify:track:2bgTY4UwhfBYhGT4HUYStN,BTS,Butter,BIGHIT MUSIC,17,54,9,1163539,164441
96,spotify:track:1JHvLQWHUoYuapwQikeDuD,"Jonas Esticado, Gusttavo Lima",Ele Não Tem,Som Livre,24,73,37,1161400,212192
97,spotify:track:3DarAbFujv6eYNliUTyqtz,"Doja Cat, SZA",Kiss Me More (feat. SZA),Kemosabe Records/RCA Records,83,93,15,1150839,208666
98,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,Republic Records,25,89,81,1142877,200040
99,spotify:track:5HCyWlXZPP0y6Gqq8TgA20,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,99,131,2,1139475,141805
100,spotify:track:5nujrmhLynf4yMoMtj8AQF,"Dua Lipa, DaBaby",Levitating (feat. DaBaby),Warner Records,59,92,30,1121809,203064
101,spotify:track:1rFRjUkibxaMaUwGgKpfwe,João Gomes,Tô Sem Você,JG Shows,101,144,3,1120903,172320
102,spotify:track:5JCoSi02qi3jJeHdZXMmR8,Olivia Rodrigo,favorite crime,Olivia Rodrigo PS,43,80,9,1117660,152666
103,spotify:track:4pt5fDVTg5GhEvEtlz9dKk,Måneskin,I WANNA BE YOUR SLAVE,RCA Records Label,99,99,5,1117640,173346
104,spotify:track:6XSXOvojEslvbqBCh7IP8Z,"Marcos & Belutti, Dilsinho",Estado Frágil - Ao Vivo,Sony Music Entertainment,101,101,2,1114180,176977
105,spotify:track:000RW47rhEkSqjgTrZx7YX,Jorge & Mateus,Lance Individual,Som Livre,4,78,36,1100667,164458
106,spotify:track:5glMxRMRHGBRj6bydBjoPM,"PEDRO SAMPAIO, Daniel Caon, Wesley Safadão",FALA MAL DE MIM,WM Brazil,13,100,25,1096832,154181
107,spotify:track:2JTir3y1VuJQmexiTCMcTP,Os Barões Da Pisadinha,Recairei - Ao Vivo,Sony Music Entertainment,1,96,62,1086484,166837
108,spotify:track:40zJaB3z53PGaxIkYyieBP,"Israel & Rodolffo, Matheuzinho",Só de Sacanagem - Ao Vivo,Som Livre,17,90,25,1084800,183695
109,spotify:track:7MAibcTli4IisCtbHKrGMh,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open,Aftermath Entertainment/Atlantic,52,95,20,1074725,242096
110,spotify:track:1RuTcuTHcGxh80KkF3ry73,Luísa Sonza,INTERlude :(,Universal Music Ltda.,110,-1,1,1060199,70513
111,spotify:track:3yNHwvq8n95NJTBILYEciD,"MC Zaquin, Wesley Gonzaga",Ei Tudo Bem,Universal Music Ltda.,82,82,11,1053182,117692
112,spotify:track:4nEhc8lB3L2NhgF1ZiXKcE,João Gomes,É Amor,JG Shows,112,147,3,1046912,172560
113,spotify:track:4DWKtQVURjepn8uzBgmwuv,"Mc Kevin, Perera DJ",Doutora 3,GR6 Music,72,94,9,1038071,157088
114,spotify:track:2xlw13Ns5yz9XZGtfnpPN9,"Eric Land, Tarcísio do Acordeon",Esqueceu Foi Porra,Potencia Music,40,107,18,1025316,177531
115,spotify:track:4VBhrKEJ9nWzaiyhM5L9ic,Nadson O Ferinha,Na Ponta do Pé - Brega Funk,Diamond,64,105,13,1009498,137701
116,spotify:track:6sPBi0qLI6KM3yXX56NxsA,Tarcísio do Acordeon,Meia Noite (Você tem meu Whatsapp),Sua Música,1,111,33,999674,237900
117,spotify:track:56F3ngwk3a42aLY0o5QgBF,Gusttavo Lima,Fala Comigo - Ao Vivo,Sony Music Entertainment,23,102,24,994064,140629
118,spotify:track:1uA7fD01YlQr1Rm0oyNB4H,Guilherme & Benuto,Pulei na Piscina - Ao Vivo,Sony Music Entertainment,14,103,48,984892,181846
119,spotify:track:79fCMoBLzr6KraMvFiQkrp,Gloria Groove,BONEKINHA,SB Music,86,128,5,974847,168887
120,spotify:track:0C3hl4giyPEnDQf2IlWpk2,"Simone & Simaria, Sebastian Yatra",No Llores Más,Universal Music Ltda.,120,174,2,970747,169806
121,spotify:track:3YpowackAKw93MUvOTYRku,"Luísa Sonza, Lulu Santos",também não sei de nada :D,Universal Music Ltda.,121,-1,1,964776,170404
122,spotify:track:07AQkmp456NpEnT8HR7WLy,"Teto, Matuê",M4,30PRAUM,6,106,31,963373,170000
123,spotify:track:1h6a1gcgHa4hg09xEmue3V,"Raí Saia Rodada, NATTAN",Storiezin,Som Livre,103,112,14,960602,138387
124,spotify:track:3O9i9fpKuzebZezXUwJh69,"MC Meno K, DJ Gbeats, MC Yuri",Vou Te Botar,Resumo Produtora,67,91,8,957812,185320
125,spotify:track:15k1TDabqSEmyXOwMq9RM7,Jonas Esticado,Investe Em Mim,Som Livre,1,119,56,953508,186533
126,spotify:track:4FOf88scN5qTRGXc55tGJ0,"Mc Poze do Rodo, Mainstreet, Orochi, Ajaxx, Bielzin, Azevedo, Shenlong, Galdino",Assault (Rio),Mainstreet Records,126,-1,1,950324,324016
127,spotify:track:5r9CZJMoMmxio2AnJdxuDS,"Grupo Menos É Mais, Di Propósito, Vou Zuar",Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo,Som Livre,21,108,59,947830,521088
128,spotify:track:5ra6CI0pEzqjxPEZeBz0d7,Hungria,Amor e Fé - Acústico,Hungria Hip Hop,22,140,48,932714,322736
129,spotify:track:1MparvKC8QIDwu06iO3qVr,Henrique & Juliano,Volta Por Baixo (Ao Vivo),"Vida Nova Produções, sob licença exclusiva para Virgin Music Group",3,110,80,923644,192632
130,spotify:track:5wIXzJXnU2HC79kYJIXPt3,João Gomes,Fica Comigo,JG Shows,130,166,3,921409,216695
131,spotify:track:0k4d5YPDr1r7FX77VdqWez,"Doja Cat, The Weeknd",You Right,Kemosabe Records/RCA Records,96,134,4,918561,186173
132,spotify:track:68cPbG7hJnwDW9nPX1uQcX,"BIN, Mainstreet, Ajaxx",Saturno,Mainstreet Records,26,125,28,917235,186947
133,spotify:track:40KZgKCIvRVIoZqv9lNBoP,"Jessé Aguiar, Todah Music",Alívio,Todah Music,132,132,7,915267,285098
134,spotify:track:1S3taf3Ml2hNxXeJEe6ZXG,João Gomes,Esperando Você,JG Shows,134,156,3,913288,185424
135,spotify:track:3sgOlQhpIlao3pSkXy9XXY,Maiara & Maraisa,Incomparável,Som Livre,122,122,7,903491,171889
136,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,Tiësto,The Business,Atlantic Records,74,124,28,901372,164000
137,spotify:track:3PfIrDoz19wz7qK7tYeu62,Dua Lipa,Don't Start Now,Warner Records,2,127,90,900259,183290
138,spotify:track:2aqoPWAUACTz5S8rJSOjNJ,"Dj Scar, Dj Menor Da 2, Mc Jajau",Bom Dia / A Tropa do Serrão Te Chamou pra Piscina,Lucas Produtor / Love Funk,109,109,3,898850,94656
139,spotify:track:4A0vKKkbHRVJc7vIVnEoop,Nêgo Jhá,Bom Dia,Nêgo Jhá©,139,170,2,898124,116166
140,spotify:track:5gIVPysvKFh2gtwsicafnN,Douglas & Vinicius,Volume 3 - Ao Vivo,Virgin Music Label And Artist Services (S&D),80,160,24,897678,171271
141,spotify:track:3rRin3LyLY92kpEbkCgwf4,"Os Barões Da Pisadinha, Xand Avião",Basta Você Me Ligar - Ao Vivo,Sony Music Entertainment,3,115,57,894818,182976
142,spotify:track:5lAnYvAIkSDNXqfo7DyFUm,Doja Cat,Ain't Shit,Kemosabe Records/RCA Records,142,177,2,892814,174253
143,spotify:track:6WhnioyjsbxNSpQhCXhYv6,"Felipe Araújo, Gusttavo Lima",Amando Individual,Universal Music Ltda.,102,129,5,891893,176187
144,spotify:track:1c5uZE4rMQ09O4bIJvlHwK,Israel & Rodolffo,Coração Traumatizou - Ao Vivo,Som Livre,137,139,8,881888,182798
145,spotify:track:0GTPmh5G40joBg93vcSQNq,"Alok, Ilkay Sencan, Tove Lo",Don't Say Goodbye (feat. Tove Lo),Columbia/B1 Recordings,74,133,41,880483,186583
146,spotify:track:3cVF2ot6YuCD0RQY302gNz,Rayo Oscuro,Não Te Quero,Rayo Oscuro,91,146,23,872200,155997
147,spotify:track:7lJoRyuNJtuiqTcKtuMuIR,"MC Hariel, Caio Passos",Maçã Verde,GR6 Music,11,123,37,868588,164307
148,spotify:track:0ABlfvoRn4QnknBadvFIdA,Rogerinho,Recaída Sem Compromisso,MC Rogerinho,126,145,7,860730,180890
149,spotify:track:0MMyJUC3WNnFS1lit5pTjk,Olivia Rodrigo,"jealousy, jealousy",Olivia Rodrigo PS,69,118,9,858430,173160
150,spotify:track:1wdhj1r7aeWVDUl9d18YKu,Matheus & Kauan,Expectativa x Realidade,Universal Music Ltda.,140,149,3,856930,163324
151,spotify:track:0WlmiIK5qFQ4dAB4mCA4sI,"Os Barões Da Pisadinha, Fernando & Sorocaba",Amor da Despedida,Sony Music Entertainment,9,141,37,856412,169773
152,spotify:track:0QglpM23kl9ldvVdoYNZwF,"Kawe, Mc Lele JP, Original Quality",Mds,OQProduções,3,142,30,855133,125142
153,spotify:track:2fmeSswdyVq4wcqhY41UHk,"Pineapple StormTv, L7NNON, Chris MC, Xamã, Lourena, Cesar Mc, Djonga, Filipe Ret, Salve Malak",Poesia Acústica #9 Melhor Forma,Pineapple StormTV,3,138,54,852872,611076
154,spotify:track:2nJVGaiVN4mG9da9dcB6mH,João Gomes,Que Nem Vovô,JG Shows,154,187,2,852175,161184
155,spotify:track:52yvnBV90B2ZUC5b25cFer,Gusttavo Lima,Espetinho - Ao Vivo,Sony Music Entertainment,20,113,35,845937,171116
156,spotify:track:31EMZYiFomBb6nTm86Vltr,MC Ruanzin,Toma de Cima da Laje 2,The Gang Music,90,98,4,845342,108230
157,spotify:track:2ASs0n7ukfyxAxDtdir4vF,"MC Luan da BS, Mc Vitin do LJ, MC Marley, DJ 2w",Privilégio,Funk Explode,29,130,33,842188,151384
158,spotify:track:5bWlXi0npf7uBjBHrcjuNe,"Mc Cyclope, Dj JT Da Serra",MT- AI CALICA QUER DA PROS AMIGO DA BOCA,MC CYCLOPE OFICIAL,114,114,2,834667,86099
159,spotify:track:2tGvwE8GcFKwNdAXMnlbfl,Olivia Rodrigo,happier,Olivia Rodrigo PS,62,126,9,833573,175933
160,spotify:track:5H25WPPytKQcMfIPu0oEBO,"Dj Serpinha, MC 2jhow",Espirra o Lança,2click,32,116,17,833192,190055
161,spotify:track:7sCdzif8vD8XN1jgdYFL1q,João Bosco e Gabriel,Localiza Aí Bebê - Ao Vivo,Som Livre,116,121,14,830240,146882
162,spotify:track:6KdPfHqGu5Cu0287Ou6YNq,"Tierry, Jorge",Chovendo Na Minha Bochecha,Virgin Music Label And Artist Services (S&D),162,-1,1,808466,191546
163,spotify:track:0BGwAKW4u8kWOhWFflZxfl,Masked Wolf,Astronaut In The Ocean,Elektra (NEK),53,152,21,806774,132780
164,spotify:track:0Ve3XWcrsgy90xo0UL2syx,"Mc Don Juan, Th CDM, DG e Batidão Stronda",Preta do Cabelo Cacheado,GR6 Music,48,137,14,804227,161730
165,spotify:track:0in6Rc29qdyOkhKyYw4A84,Di Propósito,Manda Áudio,Sony Music Entertainment,53,159,57,794189,162056
166,spotify:track:35mvY5S1H3J2QZyna3TFe0,Ariana Grande,positions,Republic Records,15,164,39,790441,172324
167,spotify:track:4tSFmHgIvK53hrLCxVJuxw,"MC Hariel, Mc Don Juan",Lei do Retorno 2,WM Brazil,104,136,3,784544,258461
168,spotify:track:4chepxSHy5zbkLSpTVOJ1o,"MC Igão, Dj Gui Marques, DJ TAK VADIÃO",Catucada Profunda,Funk Explode Records,106,120,6,780655,173538
169,spotify:track:3neqH7BREo9vsQkx4NZwSe,Jonas Esticado,Paredão No Talo,Som Livre,159,161,3,770405,152658
170,spotify:track:6uqyE384HDSsuwpoF4mjrL,Billie Eilish,NDA,Darkroom/Interscope Records,79,79,2,768546,195776
171,spotify:track:0YluTOlBctnpHPABgFSXEw,"DJ Lucas Beat, Vitor Fernandes",Vou Falar Que Não Quero - Remix,Midia Hits,100,150,15,767413,151068
172,spotify:track:2plRom0urixt6BE8t7kOhQ,Anitta,Girl From Rio,Warner Records,14,153,12,766387,194421
173,spotify:track:3QUriWUE8WnWLpWxHA52k4,"Tz da Coronel, DJ PurpleRain.REC, Vinta",Anota Placa,Purple Rain Records,72,158,18,763125,235055
174,spotify:track:35qOGx1CWvCkQFOv4BkVIV,Os Barões Da Pisadinha,Esquema Preferido - Ao Vivo,Sony Music Entertainment,23,151,26,761413,201973
175,spotify:track:2Xgc216OMnc9PyUalpaSPc,"MC 2jhow, MC Fahah, Mc Rennan, Dj Nbeat",Mtg - Vem Sentando Vem,LF Records,39,148,28,759254,139546
176,spotify:track:3dPvQLKl42dMYWV4LWRTLK,Os Barões Da Pisadinha,Tá Rocheda,Sony Music Entertainment,7,171,77,757186,203075
177,spotify:track:0eoMMLrWtXbLk64baeESkc,"Marcos & Belutti, Jorge & Mateus",Tudo Indica (feat. Jorge & Mateus) - Ao Vivo,Sony Music Entertainment,20,157,45,754241,183013
